,Experience(Yrs),JAVASCRIPT,HTML,CSS,JAVA,PYTHON,ANGULAR,REACTJS,C++,PHP,MYSQL,MACHINE LEARNING,C#,BOOTSTRAP,NOSQL/PostgreSQL,RUBY,NODE.JS,ORACLE,CREATIVE,LEADERSHIP,PASSION,TEAMWORK,COMMUNICATION,ANALYTICAL,DEVELOPER TYPE,GRADE,SPECIALIZATION
731,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,3.0,Full-Stack(Level-1),None
732,15,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
733,1,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
734,8,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
735,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
736,8,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
737,1,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,3.0,Full-Stack(Level-1),None
738,1,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
739,4,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,3.0,Full-Stack(Level-2),None
740,1,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
741,8,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,3.0,Full-Stack(Level-1),None
742,2,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,3.0,Full-Stack(Level-1),None
743,1,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,2.0,Backend(Level-2),None
744,1,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
745,7,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,3.0,Full-Stack(Level-1),None
746,8,True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,3.0,Full-Stack(Level-1),None
747,6,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,3.0,Full-Stack(Level-1),None
748,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,2.0,Backend(Level-1),None
749,2,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
750,9,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0,Backend(Level-2),None
751,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,2.0,Backend(Level-1),None
752,5,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,3.0,Full-Stack(Level-2),None
753,4,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,3.0,Full-Stack(Level-1),None
754,4,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
755,8,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
756,3,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
757,4,True,True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
758,4,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,3.0,Full-Stack(Level-1),None
759,6,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
760,16,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,3.0,Full-Stack(Level-1),None
761,7,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
762,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,Backend(Level-1),None
763,3,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,2.0,Backend(Level-2),None
764,2,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
765,4,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
766,14,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
767,9,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,3.0,Full-Stack(Level-1),None
768,2,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,2.0,Backend(Level-1),None
769,3,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,False,True,3.0,Full-Stack(Level-2),None
770,4,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,False,3.0,Full-Stack(Level-2),None
771,3,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,3.0,Full-Stack(Level-1),None
772,5,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,3.0,Full-Stack(Level-1),None
773,5,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,3.0,Full-Stack(Level-1),None
774,2,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
775,4,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,2.0,Backend(Level-2),None
776,1,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,3.0,Full-Stack(Level-1),None
777,4,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
778,2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0,Backend(Level-1),None
779,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,2.0,Backend(Level-2),None
780,2,False,True,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,3.0,Full-Stack(Level-2),None
781,2,True,True,True,True,True,False,False,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,3.0,Full-Stack(Level-1),None
782,3,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-2),None
783,12,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,2.0,Backend(Level-1),None
784,4,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,3.0,Full-Stack(Level-1),None
785,3,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,True,3.0,Full-Stack(Level-1),None
786,5,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,2.0,Backend(Level-2),None
787,5,True,True,True,True,False,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False,3.0,Full-Stack(Level-2),None
788,3,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,3.0,Full-Stack(Level-2),None
789,7,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,False,2.0,Backend(Level-2),None
790,3,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,3.0,Full-Stack(Level-1),Backend
791,15,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
792,3,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
793,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2.0,Backend(Level-1),None
794,2,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
795,1,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
796,5,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,3.0,Full-Stack(Level-1),None
797,15,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2.0,Backend(Level-1),None
798,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,2.0,Backend(Level-1),None
799,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,2.0,Backend(Level-2),None
800,10,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,Backend(Level-1),None
801,1,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-2),None
802,13,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,3.0,Full-Stack(Level-1),None
803,5,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True,3.0,Full-Stack(Level-2),None
804,13,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2.0,Backend(Level-2),None
805,3,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
806,6,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,3.0,Full-Stack(Level-1),None
807,8,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,3.0,Full-Stack(Level-1),None
808,8,True,True,True,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,3.0,Full-Stack(Level-2),None
809,1,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,2.0,Backend(Level-2),None
810,2,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,2.0,Backend(Level-2),None
811,8,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,3.0,Full-Stack(Level-1),None
812,6,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,2.0,Backend(Level-2),None
813,11,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,2.0,Backend(Level-1),None
814,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0,Backend(Level-2),None
815,15,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,False,3.0,Full-Stack(Level-1),None
816,11,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
817,8,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,False,False,3.0,Full-Stack(Level-2),None
818,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,2.0,Backend(Level-2),None
819,1,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,3.0,Full-Stack(Level-1),None
820,16,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
821,12,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,False,True,3.0,Full-Stack(Level-1),None
822,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,2.0,Backend(Level-2),None
823,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,3.0,Full-Stack(Level-1),None
824,11,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,3.0,Full-Stack(Level-1),None
825,11,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,3.0,Full-Stack(Level-1),None
826,3,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,3.0,Full-Stack(Level-2),None
827,3,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,3.0,Full-Stack(Level-1),None
828,6,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
829,4,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,3.0,Full-Stack(Level-1),None
830,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,3.0,Full-Stack(Level-1),None
831,13,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,2.0,Backend(Level-2),None
832,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,2.0,Backend(Level-1),None
833,14,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,True,False,3.0,Full-Stack(Level-1),None
834,4,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2.0,Backend(Level-1),None
835,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2.0,Backend(Level-1),None
836,5,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
837,9,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
838,2,True,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,True,True,3.0,Full-Stack(Level-1),None
839,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,2.0,Backend(Level-2),None
840,4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,2.0,Backend(Level-1),None
841,3,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,3.0,Full-Stack(Level-1),None
842,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.0,Backend(Level-1),None
843,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,2.0,Backend(Level-1),None
844,3,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,False,3.0,Full-Stack(Level-2),None
845,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,2.0,Backend(Level-1),None
846,4,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,False,3.0,Full-Stack(Level-1),None
847,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2.0,Backend(Level-2),None
848,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2.0,Backend(Level-1),None
849,3,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,3.0,Full-Stack(Level-1),None
850,4,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,3.0,Full-Stack(Level-1),None
851,5,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,2.0,Backend(Level-2),None
852,4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,2.0,Backend(Level-1),None
853,4,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
854,4,True,True,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,3.0,Full-Stack(Level-1),None
855,5,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3.0,Full-Stack(Level-1),None
856,9,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
857,8,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,2.0,Backend(Level-2),None
858,3,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,False,False,3.0,Full-Stack(Level-1),None
859,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,2.0,Backend(Level-2),None
860,6,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
861,3,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,3.0,Full-Stack(Level-1),None
862,4,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
863,3,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
864,8,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,3.0,Full-Stack(Level-1),None
865,7,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,3.0,Full-Stack(Level-1),None
866,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,2.0,Backend(Level-1),None
867,4,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,3.0,Full-Stack(Level-1),None
868,3,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
869,8,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
870,8,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,3.0,Full-Stack(Level-1),None
871,5,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
872,6,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
873,7,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,3.0,Full-Stack(Level-1),None
874,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
875,7,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
876,7,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
877,13,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
878,6,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
879,2,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
880,7,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,3.0,Full-Stack(Level-1),None
881,2,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
882,7,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
883,7,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
884,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,3.0,Full-Stack(Level-1),None
885,2,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,3.0,Full-Stack(Level-1),None
886,2,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
887,7,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
888,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
889,2,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,True,True,3.0,Full-Stack(Level-1),None
890,1,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
891,3,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,2.0,Backend(Level-2),None
892,7,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
893,2,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,2.0,Backend(Level-2),None
894,6,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
895,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2.0,Backend(Level-1),None
896,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.0,Backend(Level-1),None
897,0,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,2.0,Backend(Level-1),None
898,8,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
899,0,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
900,6,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
901,9,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
902,5,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,2.0,Backend(Level-1),None
903,7,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
904,2,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
905,4,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
906,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,3.0,Full-Stack(Level-1),None
907,7,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
908,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,3.0,Full-Stack(Level-1),None
909,2,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
910,7,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
911,3,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,3.0,Full-Stack(Level-1),None
912,2,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
913,3,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,3.0,Full-Stack(Level-1),None
914,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
915,3,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
916,7,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.0,Full-Stack(Level-1),None
917,5,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
918,2,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,2.0,Backend(Level-2),None
919,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
920,2,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
921,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
922,2,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,3.0,Full-Stack(Level-1),None
923,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,3.0,Full-Stack(Level-1),None
924,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,3.0,Full-Stack(Level-1),None
925,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,Full-Stack(Level-1),None
926,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3.0,Full-Stack(Level-1),None
927,14,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,3.0,Full-Stack(Level-1),None
928,7,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,3.0,Full-Stack(Level-1),None
929,7,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
930,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,Full-Stack(Level-1),None
931,3,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,2.0,Backend(Level-2),None
932,8,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
933,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,3.0,Full-Stack(Level-1),None
934,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,3.0,Full-Stack(Level-1),None
935,0,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,3.0,Full-Stack(Level-1),None
